Computer timestamp [um],ImagePath,Top left Screen Xcoord Pixel,Top left Screen Ycoord Pixel,Top right Screen Xcoord Pixel,TopRightY_Pixels,BottomRightX_Pixels,BottomRightY_Pixels,BottomLeftX_Pixels,Bottom left Screen Ycoord Pixel,GazeX_ImagePixels,GazeY_ImagePixels
7140430925,E:\For LLM Study\15468-a-1-1.svs,-8702.038314176245,0.0,25086.038314176243,0.0,25086.038314176243,20480.0,-8702.038314176245,20480.0,26652.244739445814,28008.86109948833
7140537951,E:\For LLM Study\15468-a-1-1.svs,-8702.038314176245,0.0,25086.038314176243,0.0,25086.038314176243,20480.0,-8702.038314176245,20480.0,23673.764288143044,33978.10999665264
7140650048,E:\For LLM Study\15468-a-1-1.svs,-8702.038314176245,0.0,25086.038314176243,0.0,25086.038314176243,20480.0,-8702.038314176245,20480.0,23499.37786249566,33939.810395944914
7140757166,E:\For LLM Study\15468-a-1-1.svs,-8702.038314176245,0.0,25086.038314176243,0.0,25086.038314176243,20480.0,-8702.038314176245,20480.0,21081.85634477424,35168.218564699695
7140869193,E:\For LLM Study\15468-a-1-1.svs,-8702.038314176245,0.0,25086.038314176243,0.0,25086.038314176243,20480.0,-8702.038314176245,20480.0,18897.228325766053,36105.47052529648
7141198233,E:\For LLM Study\15468-a-1-1.svs,-8702.038314176245,0.0,25086.038314176243,0.0,25086.038314176243,20480.0,-8702.038314176245,20480.0,23405.95789083126,37771.50743293324
7141309248,E:\For LLM Study\15468-a-1-1.svs,-8702.038314176245,0.0,25086.038314176243,0.0,25086.038314176243,20480.0,-8702.038314176245,20480.0,23594.36146785076,37615.30845626913
7141419713,E:\For LLM Study\15468-a-1-1.svs,-8702.038314176245,0.0,25086.038314176243,0.0,25086.038314176243,20480.0,-8702.038314176245,20480.0,23836.248551750803,37345.11527173393
7141530863,E:\For LLM Study\15468-a-1-1.svs,-8702.038314176245,0.0,25086.038314176243,0.0,25086.038314176243,20480.0,-8702.038314176245,20480.0,25845.18625576712,37805.36169125383
7141639983,E:\For LLM Study\15468-a-1-1.svs,-8702.038314176245,0.0,25086.038314176243,0.0,25086.038314176243,20480.0,-8702.038314176245,20480.0,26745.94620249619,37979.380529122034
7141750926,E:\For LLM Study\15468-a-1-1.svs,-8702.038314176245,0.0,25086.038314176243,0.0,25086.038314176243,20480.0,-8702.038314176245,20480.0,26525.740845467633,38015.128948092
7141860045,E:\For LLM Study\15468-a-1-1.svs,-8702.038314176245,0.0,25086.038314176243,0.0,25086.038314176243,20480.0,-8702.038314176245,20480.0,26907.334501426776,38392.75928294759
7141971644,E:\For LLM Study\15468-a-1-1.svs,-8702.038314176245,0.0,25086.038314176243,0.0,25086.038314176243,20480.0,-8702.038314176245,20480.0,27510.61389211136,39050.27672807479
7142082175,E:\For LLM Study\15468-a-1-1.svs,-8702.038314176245,0.0,25086.038314176243,0.0,25086.038314176243,20480.0,-8702.038314176245,20480.0,26881.357770088267,39001.48100970734
7142193765,E:\For LLM Study\15468-a-1-1.svs,-8702.038314176245,0.0,25086.038314176243,0.0,25086.038314176243,20480.0,-8702.038314176245,20480.0,25869.132689215134,39137.27827921767
7142302813,E:\For LLM Study\15468-a-1-1.svs,-2009.058787472668,8674.170377593951,13233.348701892946,8674.170377593951,13233.348701892946,17913.065767107248,-2009.058787472668,17913.065767107248,4683.768060566705,15865.731575594713
7142411075,E:\For LLM Study\15468-a-1-1.svs,-2009.058787472668,8674.170377593951,13233.348701892946,8674.170377593951,13233.348701892946,17913.065767107248,-2009.058787472668,17913.065767107248,4059.2495264214667,15683.353419754994
7142522026,E:\For LLM Study\15468-a-1-1.svs,-2009.058787472668,8674.170377593951,13233.348701892946,8674.170377593951,13233.348701892946,17913.065767107248,-2009.058787472668,17913.065767107248,4043.259672078173,15681.288742384124
7142634183,E:\For LLM Study\15468-a-1-1.svs,-260.98303976333347,11059.177980186741,9976.627794258931,11059.177980186741,9976.627794258931,17264.51106815658,-260.98303976333347,17264.51106815658,3697.783597095333,15748.590330283178
7142744040,E:\For LLM Study\15468-a-1-1.svs,-260.98303976333347,11059.177980186741,9976.627794258931,11059.177980186741,9976.627794258931,17264.51106815658,-260.98303976333347,17264.51106815658,3311.6526660306254,15626.903642003927
7142855421,E:\For LLM Study\15468-a-1-1.svs,-260.98303976333347,11059.177980186741,9976.627794258931,11059.177980186741,9976.627794258931,17264.51106815658,-260.98303976333347,17264.51106815658,3230.6550372413485,15588.17189435177
7142966607,E:\For LLM Study\15468-a-1-1.svs,-318.0435739055848,11130.503647864554,9919.56726011668,11130.503647864554,9919.56726011668,17335.83673583439,-318.0435739055848,17335.83673583439,3154.98688756598,15652.06046744917
7143075766,E:\For LLM Study\15468-a-1-1.svs,-1112.1360073852495,11786.699790500445,9125.474826637015,11786.699790500445,9125.474826637015,17992.03287847028,-1112.1360073852495,17992.03287847028,2383.7168451469315,16271.983518748875
7143183897,E:\For LLM Study\15468-a-1-1.svs,-1131.1561854326667,11800.964924036007,9106.454648589599,11800.964924036007,9106.454648589599,18006.298012005842,-1131.1561854326667,18006.298012005842,2550.350511255785,16209.567147384281
7143292985,E:\For LLM Study\15468-a-1-1.svs,-1131.1561854326667,11800.964924036007,9106.454648589599,11800.964924036007,9106.454648589599,18006.298012005842,-1131.1561854326667,18006.298012005842,2972.06209436645,16169.578259411355
7143403018,E:\For LLM Study\15468-a-1-1.svs,-1259.5423872527317,13084.826942236661,8978.068446769534,13084.826942236661,8978.068446769534,19290.160030206498,-1259.5423872527317,19290.160030206498,3648.3836340103367,18010.07502264573
7143513206,E:\For LLM Study\15468-a-1-1.svs,-1188.216719574917,14007.30557753639,9049.394114447348,14007.30557753639,9049.394114447348,20212.638665506227,-1188.216719574917,20212.638665506227,4035.476505725294,19069.89925606794
7143623731,E:\For LLM Study\15468-a-1-1.svs,-1188.216719574917,14007.30557753639,9049.394114447348,14007.30557753639,9049.394114447348,20212.638665506227,-1188.216719574917,20212.638665506227,4070.2501118464784,18757.359669248868
7143733873,E:\For LLM Study\15468-a-1-1.svs,-1188.216719574917,14007.30557753639,9049.394114447348,14007.30557753639,9049.394114447348,20212.638665506227,-1188.216719574917,20212.638665506227,4078.7579327735743,18550.544952793975
7143842934,E:\For LLM Study\15468-a-1-1.svs,-1188.216719574917,14026.325755583808,9049.394114447348,14026.325755583808,9049.394114447348,20231.658843553643,-1188.216719574917,20231.658843553643,4329.201226600782,18549.968548267123
